index,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,BBC Name
6,False,,[99],656256,fa,صحنه هایی از یک جدایی,Scenes from A Separation,1.302,/uCNwqcPxTeEVhLQ9c5o0Xiay6Ea.jpg,2018-10-04,Scenes from A Separation,False,0.5,1,A Separation
7,False,,[18],552526,en,A Separation by Violence,"After serving twelve years for murder, Mark Reed is a free man. But can he stay on the right path or will forces beyond his control cause him to fall back into a life of crime? His freedom will come at cost.",1.232,/dOO2q4jZHuJf1CzOk9RsMDJIW6Q.jpg,2013-06-03,A Separation by Violence,False,0.0,0,A Separation
8,False,,[99],991689,en,My Two Moms (A Story of Separation),"Olga Merediz, a well-known New York –based actress decides to return to her birthplace, Guantanamo, Cuba to reunite with the nanny her family was forced to leave behind after the Cuban revolution. In the journey she not only discovers how truly connected they are but also the bond she shares with her complex biological mother.",0.937,/wH9IiRQtyz5jnVR56TnPCn53sFA.jpg,2022-10-01,My Two Moms (A Story of Separation),False,0.0,0,A Separation
9,False,,[],1048642,en,Separation of the Critic - A Trip with Raya Martin,"August 11th 2011 was one of the best days of my life: I had a trip with my father to Locarno, where I met and interviewed Raya Martin, a director I deeply respect and admire – definitely one of my heroes.  My first idea was to produce the classical “auteur profile” documentary (full-coverage interview occasionally featuring archive images), but since I was having such an inspiring and exciting chat with Raya I realized that the “institutional” approach was way too cold and inappropriate: why not present a film theory essay as if it was a home movie? After all, it was me and my father on a holiday trip...  Thus, in my little, amateurish instant-movie I applied Raya's “autohystoric” (autohysteric?) method as naively as possible, hoping to put forward a manifesto for a cinema lived on your own skin.",0.6,/zJD1JWAytI6oGOA1il67OTu2NWG.jpg,2012-01-01,Separation of the Critic - A Trip with Raya Martin,False,0.0,0,A Separation
10,False,/cQdztZTFy4BdGHtOAzMFDPr4O8U.jpg,[53],191118,en,Separation,Separation opens with an absolutely innocent shot of a young girl riding a bicycle. It isn’t until later in the film that we learn exactly what we were watching. And that is exactly what Separation is all about. This is a film that masterfully uses sleight of hand like a highly-skilled magician to show us one thing while setting up something completely different. And writer/director Greg White brings it all together in a tense film with an exciting climax that pulls back all the curtains.,1.711,/uctGXsSmnaTK2mpSSla5Lk3E8pD.jpg,2013-04-15,Separation,False,5.1,5,A Separation
11,False,,"[18, 10749]",280150,el,Το τραγούδι του χωρισμού,"A beautiful Athenian lady (Lida Miranta), who spends the summer in Hydra, falls in love with a fisherman (Lampros Konstantaras) and “steals him” from his girlfriend (Evgenia Danika) to turn him into a singer at Athenian nightclubs.",2.251,/xfTtxsaUG0NzCMcmWkUeNrycC6F.jpg,1940-04-15,The song of separation,False,5.8,3,A Separation
12,False,/c0CoKhsZ1Bf7VYIIKzApdt7iFHv.jpg,"[18, 10749]",528840,ja,スリランカの愛と別れ,A Japanese businessman is sent to Sri Lanka and meets a beautiful Japanese woman with a past. They befriend an old Japanese-Indian widow who has an estranged son in Japan.,3.086,/j8Rnf1lWF0hB8yYQwvgLgP0KMLQ.jpg,1976-05-29,Love and Separation in Sri Lanka,False,0.0,0,A Separation
13,False,,"[16, 28, 53, 878]",34715,ja,冥王計画ゼオライマー,"Parts 1 & 2. When high school student Masato discovers that his parents aren't really his parents and that he's been selected to pilot the giant robot Zeorymer, he decides he must fight the evil corporation that built it. Unfortunately, the bad guys have already launched the mysterious Hades Project, and their giant robots outnumber Masato 7-to-1 in this Japanese animé series.",3.604,/aUFVEUqsmxzUq8uQ8ft97pBXC5N.jpg,1988-01-01,Hades Project: Zeorymer Separation,False,3.8,5,A Separation
14,False,/6CtMBz1GUFpAV9GbJuOVzfCnbwA.jpg,"[35, 10749]",626563,sv,Tills Frank skiljer oss åt,"Vera's 40th birthday is approaching and she's tired of being single. She'e desperately in love with her colleague Frank, but her tired life-coach wants her to lower her standards, lock-on a more resonable guy and get on with her life.",1.387,/jumwUvfGyaNDon2Uax5Cd2im3LT.jpg,2019-10-18,Until Frank Separates Us,False,7.8,4,A Separation
15,False,,"[18, 28, 12]",264415,es,Viento Aparte,"Omar (15) and Karina's (12) mother has a stroke during the family holidays. The siblings, drifting apart, will start a long journey through Mexico towards their grandmother's house. On the road they will face a broken and divided country. Where mistrust, resentment and violence are everywhere. Diverse characters -strangers on their own land- will lead them, in labyrinthic stages, until their final destiny.",1.978,/M4bL4xPPAEDgRxmUPcibVCC8Hy.jpg,2014-03-21,A Separate Wind,False,7.8,6,A Separation
16,False,/u5FgxwTSNLjSpr0AayvMcXjMRul.jpg,"[18, 35, 10749]",296147,zh,大撒把,Gu Yan and Lin Zhouyun become involved when their spouses are abroad.,4.898,/aDwQS8FKyv55Rj36wSHFG5IyvLs.jpg,1992-01-01,After Separation,False,7.0,3,A Separation
17,False,/7NHMRftUiL2yZiY7njDiyDvQICf.jpg,[99],180555,fr,Critique de la Séparation,"Debord’s eighteen-minute Critique of Separation directs its experimental attentions to “the documentary.” Debord draws from a catalogue of newsreel footage and book covers, rephotographed photographs, views of Paris and its neighborhoods, and a catalogue of disabused, seemingly offhand footage of him and his friends in the porous zone comprising the cafe and the street.",0.925,/7QOt3OHsJnRikihtnNvrZDDJqDM.jpg,1961-03-25,Critique of Separation,False,6.8,9,A Separation
18,False,/c8cjp7f3IhG74zhLxNPht13O5qj.jpg,[35],532315,es,Hasta que la suegra nos separe,"Lucho and Jenny are expecting a baby, he is suddenly fired from his job and they are forced to live in his mother-in-law's house. Coexistence becomes impossible since his mother-in-law is tremendously annoying.",1.355,/zhEpb8A8Eu59XKKuMcynqBbfaMC.jpg,2016-08-25,Until my mother-in-law separates us,False,0.0,0,A Separation
19,False,,[18],1174259,zh,別離的季節,"In June, a graduation month, a college graduate Ting experiences a sudden separation from her close cousin Jane. During a series of rituals, Ting tries to defend Jane’s choice against their family and seeks an answer to Jane’s suicide and their life.",1.169,,,Separation Season,False,0.0,0,A Separation
0,False,/krDjqWqLAewVYiU8fDQLHO7gPmf.jpg,"[18, 14]",8967,en,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",22.099,/l8cwuB5WJSoj4uMAsnzuHBOMaSJ.jpg,2011-05-17,The Tree of Life,False,6.74,2935,The Tree of Life
1,False,,"[16, 10751]",35181,en,The Tree of Life,"The prophet Lehi had a dream that brought joy and concern for the eternal welfare of his family. The symbols of Lehi’s dream contain teachings important to us even today. The meaning behind the symbols are brought to life, from the mists of darkness to the great and spacious building. The importance of holding— and helping others grasp— the iron rod so that we can partake of the fruit of eternal life becomes clear.",1.484,/43uL44LzAKGNGrsWblfqEIs0Ln1.jpg,1991-01-01,The Tree of Life,False,0.0,0,The Tree of Life
2,False,,[99],916251,de,The Tree of Life,,0.86,/7wyQr2K7dfRSZW8el9972zVDBNa.jpg,2005-01-02,The Tree of Life,False,0.0,0,The Tree of Life
3,False,,[99],292790,en,Exploring 'The Tree of Life',"A documentary on Terrence Malick and the making of his film ""The Tree of Life.""",11.539,,2011-10-11,Exploring 'The Tree of Life',False,5.8,5,The Tree of Life
4,False,,"[10751, 18]",388304,ar,Alshajarh alnaemah,"Entrapped within a prison of his own making, a father's outlook and relationship with reality is questioned... Neglecting both his wife and daughter, Jassim lives a separate life to his family within an atmosphere of foreboding. It is only during a chance convergence of circumstances in which he visits the legendary tree of life that Jassim begins to question his understandings.",0.6,,2014-12-13,The Tree of Life,False,6.0,1,The Tree of Life
5,False,,[18],276682,so,Geedka nolosha,"In a small town, a nomad cuts down a tree he needs to use. However, he accidentally chops down the wrong tree, felling the tree that sustains life itself. When the latter tree falls, all life disappears. The nomad then finds himself in the middle of a desert that he does not recognize, and he tries to work his way out of it. During this particular quest, he comes across a small tree that is in the process of dying and opts instead to save this one.",0.6,,1988-09-30,The Tree of Life,False,2.0,4,The Tree of Life
6,False,/m2896Vi0yjvREBJP4ephZZrW2zK.jpg,"[99, 10770]",20784,en,Charles Darwin and the Tree of Life,"Darwin's great insight – that life has evolved over millions of years by natural selection – has been the cornerstone of all David Attenborough’s natural history series. In this documentary, he takes us on a deeply personal journey which reflects his own life and the way he came to understand Darwin’s theory.",5.252,/wewKNqSnCuaD942u4x0EVlXh1WW.jpg,2009-02-01,Charles Darwin and the Tree of Life,False,7.617,30,The Tree of Life
7,False,,[],510652,en,Derakht-e-jan,"""The Tree of Life"" pictures the enchanting mountains of Talesh. It is a picture of birth, love, and death of the old nations living in the misty forests of this land. In a winter, when men crimson the white snow with the blood of the deer, a child is born. His mother recites him the love story of the spring, of the mystery of the flowers' colors, and of the love toward his father. And the father's restless life, gazing at the far away, finds calmness in death in the cold winter.",0.6,/rAQAuhTckPPtQJb1zHHCaXXciwE.jpg,1998-03-10,The Tree of Life,False,0.0,0,The Tree of Life
8,False,/q5TebtglqPhwgPSaeJPieWXzm3A.jpg,[99],1034809,en,A Tree of Life: The Pittsburgh Synagogue Shooting,"On October 27th, 2018, a gunman opened fire inside a Pittsburgh synagogue, killing eleven people as they prayed, in what would become the deadliest antisemitic attack in American history. This documentary is a deeply personal portrait of the survivors, victims and family members, who share their harrowing first-hand accounts of the impact of the shooting on the community.",5.087,/nY5Au0PmV3zSVDq3JRIW3ZgO56x.jpg,2022-10-26,A Tree of Life: The Pittsburgh Synagogue Shooting,False,6.8,4,The Tree of Life
9,False,/nZQ5citcuBV8AiZTEPXpX3Bb7aZ.jpg,[16],48503,en,The Exciting Life of a Tree,Clever and mildly entertaining short from Plympton shows us the point of view of a tree throughout its life. The film gives us various vignettes dealing mostly with sex and violence.,0.727,/x15PXbkZmzV16knYAjEoUEAebMa.jpg,1999-01-01,The Exciting Life of a Tree,False,5.1,7,The Tree of Life
10,False,,[],1048479,en,Repairing the World: Stories from the Tree of Life,"Repairing the World: Stories from the Tree of Life documents Pittsburgh's powerful community response to hate in the aftermath of the deadliest antisemitic attack in U.S. history. Through the voices of survivors, family members, diverse Pittsburgh residents and leaders, the film shows unity in a moment of crisis, the resilience of a vibrant city, and a community working together to understand what it means to be ""stronger than hate.""",0.6,/zTf5OKs5ZAPmllqnNptAcnnQIlf.jpg,,Repairing the World: Stories from the Tree of Life,False,0.0,0,The Tree of Life
11,False,/idtnEL1RND66zFGkIVLR75eg5J3.jpg,[99],662155,de,Das geheime Leben der Bäume,"When Peter Wohlleben published his book ""The Hidden Life of Trees"" in 2015, he quickly entered bestseller lists. The forester wrote vividly about his experience that trees are able to communicate with each other, a thesis explored here.",3.296,/orfxBna1DTVOAWpnHGMBoJy1IXm.jpg,2020-01-23,The Hidden Life of Trees,False,7.2,18,The Tree of Life
12,False,,[99],553227,es,"Vivir allí no es el infierno, es el fuego del desierto. La plenitud de la vida que quedó ahí como un árbol","The wind, the birds, the sweat, the hands, the wheelbarrow, the drought and the burial. Could it be possible to disappear in the desert? Totoral is a village that fades away behind its hills. A village that emerged and learned from the land and its animals, and from staying safe. The desert is constantly changing, the trees dry up, and they, the men, with their animals, wipe away their footsteps and their presence as time goes by.",0.6,/wFNw14hjKHPmbEoALLTpHvXNWDE.jpg,2018-10-12,"Living There Is Not Hell, It Is the Fire of the Desert. The Plenitude of Life That Stayed There Like a Tree",False,6.0,4,The Tree of Life
13,False,/d8Yvk8GWjIAvmU5KekGd7D3g7sB.jpg,"[28, 12]",1177715,en,Slade Collins and the Tree of Life,"Slade Collins and The Tree Of Life is an adventure film that explores ancient Iroquois folklore. The story follows a relic hunter named Slade Collins who is employed by a museum caretaker to find Dr. Winters, a renowned anthropologist who has gone missing. Dr. Winters was researching The Tree Of Life in an attempt to uncover its secrets. In Iroquois myth, The Tree Of Life is believed to be directly tied to the story of Creation. Through an unfortunate event, Slade teams up with Sill Winters, Dr. Winter's daughter who is also searching for her father. Together, they set out to find the Tree Of Life and the doctor. Unfortunately for them, they are not the only ones searching for The Tree Of Life. The nefarious Reverend Wendell Cobb and his associate, the ruthless mercenary named Czar are also searching for it. Together they set out to bring about the end of the world as we know it.",1.579,/fWhmvMAJz3ZZasDh0x5Pb46EDor.jpg,2014-03-17,Slade Collins and the Tree of Life,False,0.0,0,The Tree of Life
14,False,,[99],1094031,uk,Жевріння. Дерево життя,"A story about Ukrainian monumental art of the Soviet period in Mariupol. Photographer Stanislav Ivanov lived in Mariupol all his life. He studied history, streets, houses, monumental art. Some of the mosaics are more than half a century old. The ""Tree of Life"" panel - created by a team of artists led by Alla Gorska and Viktor Zaretsky - was bricked up after the death of the artist and reopened in 2008. This and other stories were collected by Stanislav Ivanov and art critic Oleksandr Chernov in the album ""All Shades of Mariupol Mosaics"". After February 24, 2022, the mosaicists, like hundreds of thousands of residents of Mariupol, became hostages of the occupying forces of the Russian Federation. In the film, we are transported to peaceful Mariupol in December 2021 and, together with Stanislav, explore the city and its mosaics, transported to a place where time and the elements seemed to be the greatest threats.",1.262,/jz6U7hAnCndjfhyXxgtqQZarVRx.jpg,2023-11-11,Smoldering. Tree of Life,False,0.0,0,The Tree of Life
